square,price,address
450 m²,9 524 385 166 so’mKelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
450 m²,5 714 631 099 so’m,"Toshkent, Uchtepa tumani - 2025-07-01"
144 m²,190 487 703 so’mKelishilgan,"Toshkent, Yunusobod tumani - 2025-06-30"
30 m²,340 000 000 so’m,Qarshi - 2025-06-30
270 m²,1 574 698 347 so’mKelishilgan,"Toshkent, Sirg‘ali tumani - 2025-07-01"
400 m²,5 587 639 297 so’mKelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
140 m²,1 384 210 644 so’m,"Toshkent, Sirg‘ali tumani - 2025-07-01"
8 m²,698 454 912 so’mKelishilgan,Chirchiq - 2025-07-01
330 m²,3 174 795 055 so’mKelishilgan,"Toshkent, Shayxontohur tumani - 2025-07-01"
600 m²,4 444 713 077 so’m,"Toshkent, Uchtepa tumani - 2025-07-01"
800 m²,1 904 877 033 so’mKelishilgan,Chirchiq - 2025-07-01
2.50 m²,1 650 893 429 so’m,Mirobod - 2025-07-01
36 m²,431 772 128 so’mKelishilgan,"Toshkent, Mirobod tumani - 2025-07-01"
300 m²,1 142 926 220 so’mKelishilgan,Samarqand - 2025-07-01
7.50 m²,698 454 912 so’mKelishilgan,Samarqand - 2025-07-01
150 m²,1 244 519 662 so’mKelishilgan,Keles - 2025-07-01
50 000 m²,634 959 011 so’m,Yangiyo'l - 2025-07-01
160 m²,2 412 844 242 so’m,"Toshkent, Yakkasaroy tumani - 2025-07-01"
400 m²,1 257 218 842 so’mKelishilgan,"Toshkent, Sirg‘ali tumani - 2025-07-01"
333 m²,5 524 143 396 so’mKelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
180 m²,2 158 860 638 so’m,"Toshkent, Shayxontohur tumani - 2025-07-01"
220 m²,1 904 877 033 so’mKelishilgan,"Toshkent, Yunusobod tumani - 2025-07-01"
450 m²,1 015 934 418 so’m,"Toshkent, Yunusobod tumani - 2025-07-01"
8 m²,2 476 340 143 so’mKelishilgan,Samarqand - 2025-07-01
380 m²,6 984 549 122 so’m,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
430 m²,3 047 803 253 so’m,"Toshkent, Mirobod tumani - 2025-07-01"
300 m²,1 206 422 121 so’m,"Toshkent, Sirg‘ali tumani - 2025-07-01"
500 m²,6 349 577 411 so’mKelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
500 m²,10 794 303 188 so’mKelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
1 000 m²,13 969 098 243 so’mKelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
600 m²,4 254 225 374 so’mKelishilgan,"Toshkent, Mirobod tumani - 2025-07-01"
600 m²,460 000 000 so’mKelishilgan,Nukus - 2025-07-01
90 m²,3 174 795 055 so’m,"Toshkent, Yunusobod tumani - 2025-07-01"
300 m²,4 825 688 484 so’mKelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
900 m²,15 239 016 265 so’mKelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
361 m²,1 968 372 934 so’mKelishilgan,"Toshkent, Yunusobod tumani - 2025-07-01"
440 m²,8 254 467 144 so’m,"Toshkent, Sirg‘ali tumani - 2025-07-01"
390 m²,5 460 647 495 so’mKelishilgan,"Toshkent, Yunusobod tumani - 2025-07-01"
750 m²,24 128 442 420 so’mKelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
4.50 m²,869 893 845 so’m,Chirchiq - 2025-07-01
420 m²,6 730 565 517 so’m,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
450 m²,6 603 573 715 so’m,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
500 m²,8 876 726 974 so’m,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
65 m²,350 000 000 so’mKelishilgan,Qarshi - Bugunda 10:28
900 m²,16 508 934 287 so’m,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
490 m²,7 238 532 726 so’m,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
750 m²,24 128 442 420 so’m,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
75 m²,806 397 944 so’m,"Toshkent, Uchtepa tumani - 2025-07-01"
400 m²,2 222 356 539 so’mKelishilgan,Qibray - 2025-07-01
800 m²,12 064 221 210 so’mKelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
400 m²,2 666 827 846 so’m,"Toshkent, Yunusobod tumani - 2025-07-01"
400 m²,10 159 344 177 so’mKelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
3.05 m²,1 968 372 934 so’mKelishilgan,"Toshkent, Uchtepa tumani - 2025-06-21"
360 m²,1 714 389 330 so’mKelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
5.40 m²,3 809 754 066 so’mKelishilgan,"Toshkent, Olmazor tumani - 2025-07-01"
500 m²,5 079 672 088 so’m,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
400 m²,1 422 308 185 so’mKelishilgan,Kattaqo'rg'on - 2025-07-01
450 m²,2 666 827 846 so’mKelishilgan,Buxoro - 2025-07-01
6 m²,5 714 631 099 so’m,"Toshkent, Yakkasaroy tumani - 2025-07-01"
2 500 m²,1 168 324 580 so’mKelishilgan,"Toshkent, Olmazor tumani - 2025-07-01"
365 m²,3 924 046 688 so’mKelishilgan,"Toshkent, Yunusobod tumani - 2025-07-01"
320 m²,5 333 655 693 so’mKelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
406 m²,2 793 819 649 so’mKelishilgan,"Toshkent, Uchtepa tumani - 2025-06-30"
460 m²,1 269 918 022 so’m,Urganch - 2025-06-30
1 m²,3 047 803 253 so’m,"Toshkent, Chilonzor tumani - 2025-07-01"
360 m²,1 777 885 231 so’mKelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
350 m²,6 349 590 111 so’mKelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
180 m²,4 317 721 275 so’mKelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
250 m²,2 666 827 846 so’m,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
300 m²,1 714 389 330 so’m,Qibray - 2025-07-01
500 m²,444 471 308 so’mKelishilgan,Guliston - 2025-06-29
230 m²,2 158 860 638 so’mKelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
500 m²,5 714 631 099 so’mKelishilgan,"Toshkent, Shayxontohur tumani - 2025-07-01"
588 m²,5 333 655 693 so’mKelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
250 m²,2 222 356 539 so’mKelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
650 m²,29 208 114 508 so’m,"Toshkent, Yakkasaroy tumani - 2025-07-01"
123 456 m²,1 181 023 761 so’mKelishilgan,Tashmore - 2025-07-01
450 m²,1 142 926 220 so’mKelishilgan,To'ytepa - 2025-07-01
1 500 m²,19 048 770 332 so’mKelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
3.50 m²,825 446 714 so’mKelishilgan,Nazarbek - 2025-07-01
8 m²,1 015 934 418 so’mKelishilgan,Samarqand - 2025-07-01
6 000 m²,571 463 110 so’m,Chirchiq - 2025-06-30
1 200 m²,152 390 163 so’m,"Toshkent, Bektemir tumani - 2025-07-01"
150 m²,1 460 405 725 so’m,"Toshkent, Shayxontohur tumani - 2025-07-01"
500 m²,571 463 110 so’m,Shahrisabz - 2025-07-01
400 m²,228 585 244 so’mKelishilgan,Guliston - 2025-07-01
1 400 m²,6 984 549 122 so’m,Keles - 2025-07-01
1 400 m²,24 128 442 420 so’m,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
1.20 m²,546 064 750 so’mKelishilgan,"Toshkent, Yashnobod tumani - 2025-07-01"
250 m²,2 920 811 451 so’m,"Toshkent, Mirobod tumani - 2025-07-01"
360 m²,7 365 524 528 so’mKelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
6 m²,2 920 811 451 so’mKelishilgan,Samarqand - 2025-07-01
670 m²,5 968 614 704 so’mKelishilgan,"Toshkent, Yakkasaroy tumani - 2025-07-01"
300 m²,2 666 827 846 so’mKelishilgan,"Toshkent, Olmazor tumani - 2025-07-01"
50 m²,1 396 909 824 so’m,"Toshkent, Yashnobod tumani - 2025-07-01"
600 m²,1 181 023 761 so’mKelishilgan,Samarqand - 2025-07-01
200 m²,1 130 227 040 so’mKelishilgan,"Toshkent, Bektemir tumani - 2025-07-01"
400 m²,4 889 184 385 so’m,"Toshkent, Yunusobod tumani - 2025-07-01"
58 m²,463 520 078 so’mKelishilgan,"Toshkent, Mirobod tumani - 2025-07-01"
650 m²,8 762 434 352 so’mKelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
1 000 m²,15 239 016 265 so’mKelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
180 m²,3 301 786 857 so’m,Mirobod - 2025-07-01
320 m²,2 539 836 044 so’m,"Toshkent, Olmazor tumani - 2025-07-01"
40 m²,1 650 893 429 so’m,Samarqand - 2025-07-01
2 200 m²,2 285 852 440 so’mKelishilgan,"Toshkent, Yakkasaroy tumani - 2025-07-01"
180 m²,4 444 713 077 so’mKelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
80 m²,825 446 714 so’m,"Toshkent, Yakkasaroy tumani - 2025-07-01"
49 m²,584 162 290 so’mKelishilgan,"Toshkent, Sirg‘ali tumani - 2025-07-01"
600 m²,3 047 803 253 so’mKelishilgan,Mirobod - 2025-07-01
130 m²,4 063 737 671 so’mKelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
4 m²,952 438 517 so’m,Chirchiq - 2025-07-01
600 m²,1 181 023 761 so’mKelishilgan,Qibray - 2025-07-01
500 m²,6 095 606 506 so’m,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
400 m²,5 714 631 099 so’m,"Toshkent, Shayxontohur tumani - 2025-07-01"
150 m²,444 471 308 so’m,Angren - 2025-07-01
6 m²,1 142 926 220 so’mKelishilgan,Chirchiq - 2025-07-01
300 m²,3 809 754 066 so’mKelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - 2025-07-01"
215 m²,2 260 454 079 so’m,"Toshkent, Sirg‘ali tumani - 2025-07-01"
800 m²,2 539 836 044 so’m,"Toshkent, Yunusobod tumani - 2025-07-01"
350 m²,4 190 729 473 so’m,"Toshkent, Chilonzor tumani - 2025-07-01"
